ID,LocationID,Easting,Northing,latitude,longitude,Zone,Postcode,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count
191,Elverson Road,537848,176243,51.46837217,-0.016816376,"2,3",SE8 4LA,0,0,0,0,0,0,2,2,0,0,16,17,2,11,16,94,0,121,0,2,0,0,84,14,0,13,2,0,0,1,2,2,0,1,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
192,Embankment,530406,180380,51.5073123,-0.122367336,1,WC2N 6NS,3,1,33,1,0,0,2,3,0,0,274,132,60,37,76,368,42,230,0,6,17,4,119,4,0,23,7,2,1,9,1,68,2,0,3,0,6,0,0,0,3,0,11,0,0,1,0,0,0,0
193,Emerson Park,553971,187918,51.56911527,0.220222937,6,RM11 2JR,0,0,0,0,0,0,0,0,0,0,4,1,0,5,2,15,1,34,0,0,0,0,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Enfield Chase,532181,196607,51.65272197,-0.090704205,5,EN2 7AA,0,0,0,0,1,0,1,6,0,0,18,17,0,7,9,29,0,54,1,1,5,0,52,0,0,1,4,1,1,2,0,11,1,0,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0
195,Enfield Lock,536437,198737,51.67084608,-0.02839107,6,EN3 6BW,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,34,0,47,0,0,0,0,39,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
196,Enfield Town,532970,196544,51.65196995,-0.079329922,5,EN1 1YB,0,0,0,0,1,0,1,6,0,0,15,15,0,8,8,41,0,70,1,1,3,0,68,0,0,0,8,1,1,2,0,10,1,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0
197,Epping,546197,201552,51.69368635,0.113825554,6,CM16 4HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Epsom Downs,522805,159756,51.32365905,-0.238970223,6,KT17 4JX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Erith,551075,178096,51.48164796,0.174261291,6,DA8 1TY,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,17,0,57,0,0,0,0,51,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,Essex Road,532114,184132,51.54063316,-0.096365525,2,N1 2SU,0,0,0,0,0,0,1,5,0,0,84,41,14,22,27,250,2,140,0,2,1,0,81,0,0,19,8,0,0,6,2,38,1,15,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
201,Euston,529587,182735,51.52866411,-0.133296471,1,NW1 2DU,0,1,11,1,1,2,1,2,0,0,80,109,17,32,48,497,28,164,0,8,15,0,86,2,0,32,5,0,1,6,1,39,0,3,0,1,2,3,0,0,0,0,5,0,0,0,0,0,0,0
202,Euston Square,529454,182376,51.52546838,-0.135344488,1,NW1 2BN,0,1,29,1,0,3,1,4,0,0,100,100,25,28,46,533,22,149,0,9,14,0,75,1,0,28,6,0,0,6,0,22,2,6,0,1,2,4,0,0,0,0,8,0,0,0,0,0,0,0
203,Ewell East,522571,162152,51.34524348,-0.241502998,6,KT17 1QR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Ewell West,521473,162654,51.34999072,-0.257089129,6,KT17 1TU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Fairlop,544902,190655,51.59610969,0.09059328,4,IG6 3HD,0,0,0,0,0,0,0,5,0,0,9,4,0,1,12,9,2,35,0,0,2,0,30,0,0,7,2,0,0,2,1,4,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0
206,Falconwood,544498,175394,51.45908593,0.078509693,4,SE9 2RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,38,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Farringdon,531585,181844,51.52019552,-0.104843061,1,EC1M 6BY,0,1,73,4,0,3,17,4,1,0,111,96,31,31,55,561,22,222,0,6,11,0,123,0,0,18,5,0,0,2,1,20,2,7,1,0,0,4,0,1,0,0,9,0,0,0,0,0,0,0
208,Feltham,510601,173298,51.4478785,-0.409824471,6,TW13 4BY,0,0,0,0,0,0,0,1,0,0,8,4,0,0,5,33,0,57,0,1,0,0,55,3,0,5,1,0,0,1,0,3,1,0,2,0,0,0,0,0,1,0,1,0,0,0,23,0,2,0
209,Fenchurch Street,533434,180932,51.51156658,-0.078554152,1,EC3M 4AJ,2,1,43,2,3,4,10,10,1,0,223,146,72,66,123,305,43,228,0,6,7,3,117,0,0,30,4,0,5,6,0,39,1,0,2,0,11,2,0,0,1,0,29,0,0,0,0,0,0,0
210,Fieldway,537665,163212,51.35131697,-0.024503265,"3,4,5,6",CR0 0QA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,52,0,0,0,0,47,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Finchley Central,525232,190664,51.60090294,-0.193220635,4,N3 2RY,0,0,1,0,0,0,1,1,0,0,6,7,0,3,3,37,0,54,0,1,0,0,48,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212,Finchley Road,526293,184703,51.54709591,-0.180050559,2,NW6 3BS,0,0,1,0,0,0,0,10,0,0,32,20,1,3,10,99,6,72,0,0,5,0,72,0,0,15,7,0,1,2,0,2,1,5,1,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0
213,Finchley Road and Frognal,526035,185033,51.5501192,-0.183651201,2,NW3 5HT,0,0,1,0,0,0,0,10,0,0,33,21,1,4,12,93,7,68,0,0,3,0,68,0,0,14,8,0,1,2,0,3,1,5,1,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0
214,Finsbury Park,531385,186784,51.56463527,-0.105881486,2,N4 3JU,0,0,1,0,0,1,1,8,1,0,51,50,4,9,44,273,9,109,0,3,1,0,58,0,0,36,3,0,0,6,9,20,6,7,2,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0
215,Forest Gate,540447,185322,51.54931616,0.024189092,3,E7 0QH,0,0,1,0,0,1,1,1,0,0,11,6,1,2,3,66,0,57,0,0,3,0,49,0,0,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
216,Forest Hill,535398,172943,51.43930823,-0.053328504,3,SE23 3HD,0,0,0,0,0,0,0,0,0,0,2,2,1,5,2,34,0,65,0,0,0,0,65,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
217,Fulham Broadway,525402,177244,51.48026059,-0.195544162,2,SW6 1BY,0,0,0,0,0,0,2,4,0,0,32,24,6,16,9,277,8,85,0,1,5,0,81,0,0,17,4,0,0,1,4,4,1,21,2,1,2,0,0,0,0,0,5,1,0,0,0,0,0,0
218,Fulwell,514832,171841,51.433942,-0.349438518,6,TW2 5NY,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,29,0,48,0,1,1,0,46,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Gallions Reach,543873,180935,51.50903426,0.071775395,3,E6 6FZ,0,0,0,0,0,0,0,3,0,0,3,4,3,0,1,20,2,66,0,0,0,0,42,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
220,Gants Hill,543266,188432,51.57655306,0.066084098,4,IG2 6UD,0,0,0,0,0,0,0,0,0,0,5,3,1,0,2,18,10,50,0,0,0,0,48,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
221,George Street,532432,165594,51.3739659,-0.098718105,"3,4,5,6",CRO 1LA,2,0,0,0,1,0,4,6,0,0,12,29,9,9,54,90,0,107,0,1,2,0,80,0,10,14,1,0,1,2,0,7,0,1,2,0,2,1,0,0,2,0,8,0,0,0,0,0,1,0
222,Gidea Park,552941,189306,51.58186609,0.205976983,6,RM2 6BX,0,0,0,0,0,0,0,0,0,0,3,3,0,5,2,14,0,41,0,0,0,0,41,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Gipsy Hill,533321,171237,51.42446939,-0.083835167,3,SE19 1PL,0,0,0,0,0,0,0,0,0,0,4,2,3,1,3,50,0,101,0,0,6,0,70,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
224,Gloucester Road,526196,178848,51.49449926,-0.183543558,1,SW7 4SF,0,0,7,0,0,0,1,44,0,0,151,64,11,10,34,344,7,103,0,1,9,0,83,0,0,24,2,0,2,16,3,31,4,11,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
225,Golders Green,525199,187471,51.57221522,-0.194834557,3,NW11 7RN,0,0,1,0,0,0,1,0,0,0,14,7,0,0,2,26,1,86,0,0,1,0,58,1,0,5,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
226,Goldhawk Road,523131,179616,51.5020766,-0.227404003,2,W12 8EG,1,2,9,3,2,0,9,26,0,0,97,42,5,9,47,369,10,84,0,3,8,0,73,0,0,20,7,0,1,10,4,72,5,6,4,0,1,1,0,0,0,0,8,0,0,0,0,0,3,0
227,Goodge Street,529505,181837,51.52061289,-0.134807689,1,W1T 2HF,0,1,81,2,0,5,3,5,0,0,250,150,55,30,87,653,29,208,0,7,16,0,104,1,0,33,5,0,2,6,0,76,3,14,4,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0
228,Goodmayes,546462,187369,51.56618117,0.111729655,4,IG3 9UH,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,26,0,37,0,0,0,0,37,0,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
229,Gordon Hill,531889,197799,51.66350209,-0.094473299,5,EN2 0QU,0,0,0,0,0,0,0,1,0,0,5,8,0,5,5,12,0,33,0,1,6,0,33,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Gospel Oak,528263,185677,51.55540505,-0.151301031,2,NW5 1LT,1,0,4,0,0,0,1,10,1,0,25,18,3,8,10,184,2,82,0,1,3,0,56,0,0,16,5,0,0,2,2,1,0,1,0,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0
231,Grange Hill,544963,192590,51.61348058,0.09227253,4,IG7 5QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Grange Park,531753,195472,51.64262292,-0.097314423,5,N21 1RE,0,0,1,0,2,0,0,1,1,0,13,3,0,3,1,12,0,39,0,0,0,0,37,98,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
233,Gravel Hill,536359,163536,51.35454319,-0.043121699,"3,4,5,6",CR0 5BJ,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,44,0,0,0,0,39,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
234,Great Portland Street,528861,182174,51.52378856,-0.143961424,1,W1W 5PP,3,1,25,1,0,3,2,23,0,0,119,80,22,17,63,455,25,144,0,3,14,0,73,0,0,19,5,0,2,7,1,94,4,16,0,0,1,4,0,0,0,0,9,0,0,0,0,0,0,0
235,Green Park,529012,180283,51.50676025,-0.142477574,1,W1J 7BX,2,6,59,0,0,2,4,11,0,0,278,104,50,25,62,291,34,162,0,5,15,0,83,0,0,20,7,0,3,8,0,219,3,2,3,0,2,0,0,0,2,0,5,1,0,1,0,0,0,0
236,Greenford,514808,183861,51.54197951,-0.345878733,4,UB6 8PR,0,0,1,0,0,0,0,2,0,0,0,2,0,0,4,17,0,24,0,0,0,0,24,0,0,8,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Greenwich,537956,177267,51.47754764,-0.014863084,"2,3",SE10 8JQ,0,0,2,0,0,0,4,8,0,0,35,44,8,18,15,122,1,98,0,2,1,1,56,14,0,18,2,0,0,4,1,10,0,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0
238,Grove Park,540702,172099,51.43043268,0.022598502,4,SE12 0PW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,58,0,0,0,0,49,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
239,Gunnersbury,519843,178401,51.49186296,-0.275164131,3,W4 5RP,0,0,3,0,0,0,0,0,0,0,13,10,2,9,5,120,2,56,0,0,1,0,52,0,0,8,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
240,Hackbridge,528582,165929,51.37786065,-0.153879197,4,SM6 7BJ,0,0,0,0,0,0,0,0,0,0,2,2,0,1,8,17,0,28,0,0,0,0,28,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Hackney Central,534922,184943,51.54725736,-0.055589512,2,E8 1LL,3,0,2,0,0,1,0,1,0,0,20,17,7,0,11,509,0,181,0,0,2,0,100,0,0,6,1,0,1,4,1,4,1,2,0,0,0,0,0,0,3,0,7,1,0,0,0,0,0,0
242,Hackney Downs,534598,185137,51.54907799,-0.060185105,2,E8 1LA,2,0,1,0,0,0,0,1,0,0,20,13,9,0,8,501,0,164,0,0,2,0,96,0,0,8,3,0,1,4,1,4,1,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
243,Hackney Wick,537036,184588,51.54355837,-0.025259503,2,E9 5ER,0,0,3,2,0,4,0,5,0,0,17,17,4,3,7,155,2,121,0,0,3,0,62,0,0,11,1,0,0,3,0,5,0,2,0,1,1,2,0,0,6,0,5,0,0,0,0,0,0,0
244,Hadley Wood,526197,198199,51.66840258,-0.176581188,6,EN4 0EJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Haggerston,533560,183953,51.53868461,-0.075595258,2,E8 4DY,0,1,2,0,0,3,1,2,0,0,23,23,9,3,11,437,0,135,0,0,0,0,84,0,0,21,4,0,1,3,3,2,0,1,0,0,1,1,0,0,7,0,3,0,0,0,0,0,0,0
246,Hainault,545124,191411,51.60284548,0.094108551,4,IG6 3BD,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,6,2,28,0,0,2,0,27,0,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
247,Hammersmith (District),523474,178483,51.49181941,-0.222860926,2,W6 9YA,0,0,10,2,1,0,4,23,0,1,55,34,3,13,24,366,9,84,0,2,5,0,54,0,0,17,4,0,0,2,1,4,3,3,0,0,2,2,0,0,0,0,10,0,0,0,0,0,0,0
248,Hammersmith (Met.),523346,178665,51.49348299,-0.224640155,2,W6 0ED,0,0,10,2,2,0,6,24,0,1,56,38,3,13,25,344,11,87,0,2,5,0,57,0,0,18,3,0,0,2,1,5,4,3,0,0,2,2,0,0,0,0,10,0,0,0,0,0,3,0
249,Hampstead,526408,185757,51.55654231,-0.178014558,2,NW3 1QG,0,0,0,0,0,0,0,2,0,0,13,8,0,3,6,48,2,49,0,1,2,0,43,0,0,2,3,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
250,Hampstead Heath,527344,185631,51.55519966,-0.164566182,3,NW3 2QD,0,0,0,0,0,0,0,2,0,0,15,12,0,4,3,108,3,44,0,1,2,0,44,0,0,5,2,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
251,Hampton,513299,169797,51.41587894,-0.372135246,6,TW12 2HU,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,16,0,35,0,0,1,1,35,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
252,Hampton Court,515376,168332,51.40229332,-0.342757145,6,KT8 9AE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,12,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
253,Hampton Wick,517407,169752,51.41463953,-0.313103604,6,KT1 4DQ,0,0,0,0,0,0,0,3,0,0,27,13,2,12,14,99,0,56,0,3,6,1,56,1,0,3,3,0,2,2,1,8,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
254,Hanger Lane,518506,182621,51.53007156,-0.292996141,3,W5 1DL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,3,48,0,0,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Hanwell,515426,180560,51.51218541,-0.338051878,4,W7 3EB,0,0,0,0,0,0,1,9,0,0,11,9,1,10,11,103,0,54,0,1,3,0,47,0,0,13,5,0,0,2,2,2,1,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
256,Harlesden,520952,183367,51.53625791,-0.25749567,3,NW10 8UT,0,0,0,0,0,0,0,1,0,0,6,5,0,5,10,27,2,75,0,0,0,0,60,0,0,11,3,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Harold Wood,554858,190626,51.5932026,0.234204077,6,RM3 0BL,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,7,0,36,0,0,0,0,33,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,Harringay,531395,188200,51.57735774,-0.105208252,3,N4 1RW,0,0,0,0,0,0,3,8,0,0,23,15,0,4,12,76,5,66,0,0,2,0,41,0,0,11,3,0,0,4,1,6,0,3,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0
259,Harringay Green Lanes,531880,188189,51.57714573,-0.098217391,3,N4 2NU,0,0,0,0,0,0,3,8,0,0,23,19,0,4,14,89,7,78,0,1,2,0,57,0,0,16,4,0,0,5,3,10,0,3,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0
260,Harrington Road,535002,168535,51.39979047,-0.060699954,"3,4,5,6",SE25 4NF,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,18,0,43,0,0,0,0,43,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,Harrow and Wealdstone,515486,189508,51.59259409,-0.334252679,5,HA3 7RF,0,0,0,0,0,0,1,2,0,0,6,5,2,0,1,39,1,36,0,1,0,0,34,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0
262,Harrow-on-the-Hill,515329,188035,51.57938757,-0.337001511,5,HA1 1BB,0,0,1,0,0,0,1,5,0,0,29,19,1,5,15,31,2,60,1,0,10,0,51,2,0,16,3,0,1,3,1,7,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
263,Hatch End,513024,191370,51.6098279,-0.369178773,6,HA5 5LZ,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,13,0,15,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Hatton Cross,509614,175369,51.46668461,-0.423380553,"5,6",TW6 3PF,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,5,5,29,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Haydons Road,526012,171161,51.42545701,-0.188929357,3,SW19 8SL,0,0,0,0,0,0,0,0,0,0,2,8,0,2,8,55,0,45,0,0,2,0,42,0,0,6,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
266,Hayes,540003,165993,51.37573673,0.010142652,5,BR2 7EN,0,0,1,0,0,0,0,2,1,0,13,7,0,5,4,12,0,37,0,0,2,0,37,0,0,3,2,0,0,1,2,2,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
267,Hayes and Harlington,509717,179417,51.50304839,-0.420641893,5,UB3 4BX,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,29,0,51,0,0,0,0,51,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Headstone Lane,513892,190574,51.60249904,-0.356907507,5,HA2 6NB,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,30,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Heathrow Terminal 4,507939,174565,51.4597797,-0.447729578,6,TW6 3AA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,32,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Heathrow Terminal 5,504934,175642,51.47002462,-0.490647489,6,TW6 2GA,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,38,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Heathrow Terminals 1 2 3,507587,175838,51.47128866,-0.452407214,6,TW6 1EB,0,0,0,0,0,0,0,0,0,0,7,6,0,3,1,0,3,25,1,0,0,0,23,0,0,1,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Hendon,522143,188271,51.5800746,-0.238630517,"3,4",NW4 4PT,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,24,0,37,0,0,1,0,37,0,0,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Hendon Central,522959,188631,51.58313268,-0.226734137,"3,4",NW4 3AS,0,0,1,0,0,0,0,0,0,0,11,14,0,2,16,43,0,61,0,0,0,0,56,0,0,5,2,0,3,0,0,16,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
274,Herne Hill,531934,174486,51.4539912,-0.102562908,"2,3",SE24 0JW,0,0,1,0,0,0,0,2,0,0,8,5,1,1,6,130,0,118,0,0,0,0,70,0,0,7,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
275,Heron Quays,537386,180127,51.50338654,-0.021953532,2,E14 4JH,2,1,9,2,1,1,4,25,0,0,68,36,11,6,84,190,8,128,0,6,2,2,65,0,0,20,7,0,1,3,0,20,1,0,2,0,1,4,0,0,4,0,7,1,0,0,0,0,0,0
276,High Barnet,525027,196310,51.65168794,-0.194165378,5,EN5 5RP,1,0,0,0,0,0,0,7,0,0,11,16,2,6,10,31,0,56,0,0,0,0,50,0,0,6,3,0,0,3,1,8,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
277,High Street Kensington,525622,179527,51.50072913,-0.191566055,1,W8 5SA,0,0,9,0,0,0,1,36,0,0,111,46,7,6,25,291,6,77,0,0,11,0,60,0,0,21,2,0,2,8,1,30,5,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
278,Highams Park,538581,191841,51.608356,-0.000135286,4,E4 9LA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,45,0,30,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
279,Highbury and Islington,531562,184770,51.54649534,-0.104082139,2,N1 1SE,0,0,0,0,0,0,1,4,0,0,67,49,7,21,21,239,5,119,0,1,0,0,64,0,0,32,10,0,0,6,2,30,2,14,1,0,1,3,0,0,1,0,5,0,0,0,0,0,0,0
280,Highgate,528503,188158,51.57764638,-0.146934861,3,N6 5BH,0,1,0,0,0,0,1,5,0,0,14,5,1,1,6,23,1,89,0,0,0,0,46,0,0,4,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0
281,Hillingdon,507567,185015,51.55377678,-0.449897982,6,UB10 9NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,29,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Hither Green,538997,174497,51.45240172,-0.000970912,3,SE13 5NF,0,0,1,0,0,0,0,1,0,0,13,12,4,6,17,36,0,55,0,0,1,0,54,1,0,14,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
283,Holborn,530553,181488,51.51723554,-0.119840507,1,WC2B 6AA,0,0,70,3,0,3,8,1,0,0,250,162,51,44,95,630,20,220,0,6,15,0,112,1,0,28,5,1,1,7,0,67,3,5,3,0,5,1,0,0,2,0,14,0,0,0,0,0,0,0
284,Holland Park,524564,180215,51.50714615,-0.206557775,2,W11 3RB,0,0,8,1,0,0,0,33,0,0,51,35,4,5,16,334,6,72,0,1,12,0,59,0,0,15,5,0,1,7,2,100,1,4,3,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0
285,Holloway Road,530930,185457,51.55281592,-0.112935696,2,N7 8HS,0,0,0,0,0,0,3,1,0,0,37,51,2,17,21,253,5,93,0,1,1,0,57,0,0,32,5,0,1,2,3,9,2,7,0,0,2,3,0,0,1,0,4,0,0,0,0,0,0,0
286,Homerton,536108,184901,51.54659539,-0.038512347,2,E9 5SD,0,0,2,2,0,0,0,3,0,0,9,10,3,0,9,252,0,143,0,0,2,0,76,0,0,10,1,0,0,0,0,2,0,2,0,1,0,0,0,0,2,0,4,1,0,0,0,0,0,0
287,Honor Oak Park,536002,174221,51.45064817,-0.044153121,3,SE23 3LE,0,1,0,0,0,0,2,6,0,0,5,8,1,7,14,57,0,58,0,1,0,0,55,0,0,15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
