ID,LocationID,Easting,Northing,latitude,longitude,Zone,Postcode,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count
579,Upton Park,541204,183931,51.53662826,0.03454184,3,E13 9AP,0,0,0,0,0,0,5,11,1,0,14,14,0,1,13,66,0,69,0,1,0,0,64,0,0,30,1,0,0,2,3,3,1,2,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
580,Uxbridge,505698,184161,51.54645373,-0.477101546,6,UB8 1JZ,0,0,4,0,0,0,0,2,0,0,7,7,0,8,9,20,0,54,2,1,10,0,42,0,0,3,2,0,2,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
581,Vauxhall,530366,177978,51.4857356,-0.123829952,"1,2",SW8 1SR,0,0,5,0,0,0,2,19,0,0,38,29,12,12,16,271,9,153,0,1,19,2,83,1,0,24,3,0,0,3,0,3,1,2,2,0,6,2,0,0,3,0,7,2,0,0,0,1,0,0
582,Victoria,528941,179131,51.49642372,-0.143920705,1,SW1E 5JX,7,0,15,0,1,1,1,11,0,0,75,73,12,18,51,252,18,194,3,3,9,0,107,0,0,29,2,0,2,5,1,15,3,2,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0
583,Waddon,531151,164828,51.36737907,-0.117394076,5,CR0 4NA,0,0,0,0,1,0,0,0,0,0,1,2,0,2,6,19,0,45,0,0,0,0,45,0,2,3,3,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0
584,Waddon Marsh,531082,165906,51.37708276,-0.117987464,"3,4,5,6",CR0 4XT,0,0,0,0,1,0,0,1,0,0,5,1,0,5,8,26,0,46,0,0,2,0,46,0,8,3,2,0,1,0,0,3,2,3,1,0,1,1,0,0,0,0,2,0,0,5,0,0,0,0
585,Wallington,528841,163985,51.3603313,-0.150863834,5,SM6 0DZ,0,0,0,0,2,0,1,11,1,0,15,16,0,4,21,46,0,51,0,0,3,0,47,0,0,12,2,0,0,3,1,5,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,0,20,0
586,Waltham Cross,536520,200343,51.68525722,-0.026564257,7,EN8 7LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Walthamstow Central,537286,188986,51.58301808,-0.019940545,3,E17 7LP,0,0,0,0,0,0,1,3,0,0,14,9,5,2,12,190,0,82,0,1,1,0,73,0,0,15,2,0,0,3,1,6,0,2,3,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0
588,Walthamstow Queens Road,537020,188815,51.58154616,-0.023843943,3,E17 7QZ,0,0,0,0,0,0,1,5,0,0,14,7,0,2,12,177,0,74,0,1,2,0,66,0,0,16,2,0,0,4,1,6,0,2,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0
589,Wandle Park,531422,165505,51.37340053,-0.11325332,"3,4,5,6",CR0 4JS,1,0,0,0,1,0,2,1,0,0,10,13,4,6,11,49,0,55,0,0,2,0,49,0,7,6,3,0,2,2,0,7,0,2,1,0,3,1,0,0,0,0,5,0,0,3,0,0,0,0
590,Wandsworth Common,527719,173530,51.44636534,-0.163536979,3,SW12 8NL,0,0,0,0,0,0,2,6,0,0,23,9,4,7,4,64,5,45,0,0,0,0,45,0,0,5,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
591,Wandsworth Road,529354,176226,51.47022298,-0.139037675,2,SW8 4PA,0,1,1,0,1,0,4,8,0,0,46,42,13,28,34,228,4,77,0,2,1,0,65,0,0,32,1,0,0,1,2,6,1,2,1,0,4,1,0,1,2,0,4,0,0,0,0,0,0,0
592,Wandsworth Town,525985,175119,51.46103377,-0.187910036,2,SW18 1SU,0,0,1,0,0,0,1,6,0,0,18,14,2,2,12,164,0,84,0,1,1,2,70,0,0,16,2,0,1,1,1,8,0,5,1,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0
593,Wanstead,540685,188176,51.5749022,0.028760472,4,E11 2NT,0,0,0,0,0,0,0,0,0,0,10,5,0,2,3,19,5,57,0,0,0,0,39,0,0,2,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
594,Wanstead Park,540592,185600,51.55177812,0.026389943,3,E7 0HU,0,0,1,0,0,1,1,0,0,0,12,6,1,2,3,59,0,51,0,0,0,0,43,0,0,12,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
595,Wapping,535030,180170,51.50434023,-0.055860814,2,E1W 3PA,0,0,1,0,0,0,0,16,0,0,12,18,4,4,14,135,4,140,0,1,6,0,69,0,0,21,2,0,0,2,1,2,0,0,0,0,3,4,0,1,3,0,3,0,0,0,0,0,0,0
596,Warren Street,529253,182272,51.52457976,-0.138278331,1,NW1 3AA,3,1,34,1,0,3,1,7,0,0,103,87,26,24,43,530,15,150,0,3,13,0,76,0,0,25,5,0,0,4,0,29,3,8,2,1,2,4,0,0,0,0,9,0,0,0,0,0,0,0
597,Warwick Avenue,526158,182030,51.52310414,-0.182953291,2,W9 2PT,0,0,9,1,0,0,1,29,2,0,59,54,8,6,33,213,9,103,0,2,22,0,65,0,0,42,4,1,0,4,4,7,2,1,1,0,2,4,0,0,2,0,6,0,0,1,0,0,0,0
598,Waterloo,531050,179933,51.50314646,-0.113259251,1,SE1 7NY,2,0,7,2,0,2,0,6,0,0,81,72,19,26,39,321,27,204,0,2,10,4,105,4,0,27,8,1,0,5,2,7,1,2,2,4,3,5,0,0,4,0,7,0,0,0,0,0,0,0
599,Waterloo East,531332,180054,51.50416843,-0.109153637,1,SE1 8NH,0,0,8,3,0,2,1,7,0,0,91,78,23,27,34,372,26,200,0,3,13,4,102,4,0,29,8,0,0,5,3,5,1,2,2,4,4,5,0,0,4,0,6,0,0,0,0,0,0,0
600,Watford,509579,196610,51.65760442,-0.417269997,7,WD18 7LE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Watford High Street,511360,196098,51.65265307,-0.39169672,8,WD17 2EG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Watford Junction,511023,197340,51.66388237,-0.396171948,,WD17 1ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Wellesley Road,532511,165752,51.37536738,-0.097524908,"3,4,5,6",CR0 2DD,2,0,0,0,1,0,4,11,0,0,17,31,9,11,57,93,0,112,0,1,2,0,85,0,10,18,2,0,1,2,0,7,1,1,3,0,2,1,0,0,2,0,8,0,0,0,0,0,2,0
604,Welling,546096,176073,51.46477726,0.101775039,4,DA16 3AT,0,0,0,0,0,0,0,0,0,0,2,1,0,5,1,21,0,61,0,1,0,0,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Wembley Central,518214,185039,51.5518643,-0.296392322,4,HA9 6AG,1,0,0,0,0,0,1,0,0,0,9,3,0,1,1,37,0,55,0,0,1,0,42,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
606,Wembley Park,519373,186341,51.563322,-0.279242548,4,HA9 9AA,0,0,0,0,0,0,0,0,0,0,17,6,0,4,5,39,9,60,0,0,1,0,57,0,0,3,4,0,0,3,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Wembley Stadium,518924,185366,51.5546541,-0.286046442,4,HA9 8BQ,1,0,0,0,0,0,1,0,0,0,21,6,0,4,3,54,0,68,0,0,2,0,54,0,0,6,3,0,0,3,1,14,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,West Acton,519394,181273,51.51776969,-0.280657171,3,W3 6UP,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,46,0,39,0,0,1,0,39,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,West Brompton,525383,178030,51.4873286,-0.19553881,2,SW5 9JX,0,0,2,1,0,0,2,21,0,0,63,30,6,11,22,276,9,68,0,1,4,0,66,0,0,20,3,0,0,1,3,4,2,1,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
610,West Croydon,532188,166098,51.37855201,-0.102034292,5,CR0 2TA,1,0,0,0,1,0,6,4,1,0,11,28,8,9,53,92,0,112,0,1,2,0,83,0,11,15,2,0,1,2,0,8,0,1,3,0,2,1,0,0,2,0,8,0,0,0,0,0,17,0
611,West Drayton,506124,180122,51.51007045,-0.472176084,6,UB7 9DY,0,0,8,0,0,0,1,4,0,0,13,4,0,3,10,15,0,33,0,0,7,0,32,0,0,12,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,West Dulwich,532798,173053,51.44091168,-0.090672676,3,SE21 8HN,0,0,0,0,0,0,0,2,0,0,5,3,0,1,0,46,0,52,0,0,0,0,37,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,West Ealing,516690,180749,51.51362468,-0.319782949,3,W13 0NQ,0,0,0,0,1,0,4,6,0,0,49,13,0,10,18,125,0,63,0,2,1,0,63,0,0,14,9,0,0,4,2,3,1,3,3,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0
614,West Finchley,525507,191601,51.60926242,-0.188917107,4,N3 1NT,0,0,0,0,0,0,0,2,0,0,6,9,1,2,6,37,0,47,1,0,0,0,45,0,0,9,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
615,West Ham,539202,182974,51.52852553,0.005317394,3,E15 3BN,0,0,1,0,0,0,0,0,0,0,1,7,1,0,6,50,4,77,0,0,1,0,40,0,0,6,2,0,0,1,0,0,0,0,2,0,0,4,0,0,7,0,0,0,1,0,0,0,0,0
616,West Hampstead,525524,184726,51.54747402,-0.191126583,2,NW6 2LX,0,0,0,0,0,0,1,9,0,0,25,17,1,4,10,140,3,84,0,0,4,0,73,0,0,8,7,0,1,1,0,1,1,4,0,0,2,4,0,0,0,0,5,0,0,0,0,0,0,0
617,West Hampstead Thameslink,525423,184852,51.54862881,-0.192537518,2,NW6 1XJ,0,0,0,0,0,0,0,6,0,0,21,14,1,3,10,119,3,78,0,0,3,0,68,0,0,7,6,0,1,1,0,0,1,2,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0
618,West Harrow,514163,187957,51.57892366,-0.35384669,5,HA1 4HE,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,21,0,38,0,0,4,0,38,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
619,West India Quay,537471,180505,51.50676263,-0.020582447,2,E14 4ED,2,1,9,2,1,1,5,21,0,0,73,43,12,7,85,209,8,157,0,6,2,2,80,0,0,28,8,0,1,4,2,20,1,1,2,0,1,3,0,0,5,0,9,1,0,0,0,0,0,0
620,West Kensington,524635,178321,51.49010903,-0.206203692,2,W14 9NL,0,0,5,1,0,0,2,16,0,1,47,21,1,8,17,315,7,63,0,0,1,0,52,0,0,15,3,0,0,2,2,4,3,1,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0
621,West Norwood,531956,171955,51.43124095,-0.103189134,3,SE27 0HS,0,0,0,0,0,0,2,4,0,0,12,25,0,7,26,113,0,92,0,0,6,0,69,0,0,24,2,0,0,1,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
622,West Ruislip,508364,186791,51.56958716,-0.437860134,6,HA4 7WD,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,12,1,26,0,0,0,0,26,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
623,West Silvertown,540455,180155,51.50288447,0.022246047,3,E16 2AT,1,0,4,0,0,0,0,9,0,0,16,16,2,4,7,69,0,44,0,0,0,2,23,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0
624,West Sutton,525081,164539,51.3661498,-0.204644546,5,SM1 2EH,0,0,0,0,0,0,0,1,0,0,13,12,1,6,18,42,0,57,0,0,4,0,57,0,0,5,3,0,2,3,0,8,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
625,West Wickham,538266,166563,51.38128418,-0.01457633,5,BR4 0PY,0,0,0,0,0,0,1,6,0,0,15,11,0,3,9,17,0,34,0,0,0,0,33,0,0,4,2,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Westbourne Park,524920,181764,51.52098851,-0.200882513,2,W11 1AB,1,1,3,0,0,0,5,25,0,0,88,61,10,5,34,325,2,106,0,0,9,0,82,0,0,48,6,0,0,9,2,91,3,13,1,0,2,2,0,0,2,0,6,0,0,1,0,0,0,0
627,Westcombe Park,540199,178103,51.48450893,0.0177457,3,SE3 7EQ,0,0,0,0,0,0,1,9,0,0,18,20,1,2,16,53,0,116,0,0,0,0,69,10,0,17,3,0,1,2,2,4,2,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0
628,Westferry,537064,180814,51.50963811,-0.026323137,2,E14 8AD,1,0,3,0,1,0,2,15,0,0,51,35,9,7,67,169,14,134,0,6,5,2,66,0,0,23,5,0,1,3,2,21,1,1,2,0,1,3,0,0,5,0,4,1,0,0,0,0,0,0
629,Westminster,530240,179718,51.50140139,-0.125002078,1,SW1A 2JR,4,1,13,0,0,0,2,9,0,0,98,96,19,19,47,254,31,235,0,3,15,4,120,4,0,24,6,1,0,2,2,13,2,0,2,0,3,1,0,0,4,0,8,0,0,0,0,0,0,0
630,White City,523296,180750,51.51223207,-0.224631929,2,W12 7RH,0,1,9,0,0,0,1,8,0,0,56,34,2,3,36,280,6,81,0,2,6,0,73,0,0,19,6,0,1,13,3,73,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
631,White Hart Lane,533693,191340,51.60503466,-0.070870327,3,N17 7RP,0,0,0,0,0,1,0,1,0,1,1,9,0,9,9,106,0,79,0,0,0,0,63,0,0,14,5,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
632,Whitechapel,534738,181859,51.51958769,-0.059420485,2,E1 1BY,1,1,5,0,0,0,4,9,0,0,40,47,5,17,34,215,10,141,0,1,1,0,70,1,0,37,3,0,0,4,1,19,1,0,1,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0
633,Whitton,514220,173568,51.44958761,-0.357682053,5,TW2 7LG,0,0,0,1,0,0,0,0,0,0,1,2,1,2,0,39,0,51,0,0,0,0,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Whyteleafe,533842,158505,51.30992919,-0.081135165,6,CR3 0AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Whyteleafe South,534169,157797,51.30348968,-0.076712514,6,CR3 0BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Willesden Green,523350,184884,51.54937292,-0.222407601,"2,3",NW2 4QT,0,0,0,0,0,0,1,1,0,0,15,10,0,5,18,54,2,60,0,0,0,0,50,0,0,21,0,0,0,3,2,2,1,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
637,Willesden Junction,521905,182942,51.53223357,-0.24390914,3,NW10 4RA,0,0,3,0,0,0,0,2,0,0,13,9,0,3,15,42,2,60,0,0,0,0,47,0,0,13,3,0,0,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Wimbledon,524791,170647,51.42110751,-0.206662833,3,SW19 1PS,0,0,1,0,0,0,1,2,0,0,10,17,1,5,11,100,0,52,0,2,0,0,52,0,3,8,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
639,Wimbledon Chase,524306,169347,51.40953058,-0.214089767,3,SW20 8DB,0,0,4,0,0,0,4,5,0,0,11,6,0,1,2,58,0,38,0,0,0,0,39,0,0,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
640,Wimbledon Park,525274,172158,51.43458063,-0.199186273,3,SW19 7DZ,0,0,0,0,0,0,0,0,0,0,4,3,0,2,6,41,1,23,0,1,1,0,23,0,0,4,0,0,0,2,0,0,1,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
641,Winchmore Hill,531529,194494,51.6338867,-0.100916933,4,N21 3NG,0,0,1,0,2,0,1,4,2,0,21,10,1,5,4,24,0,46,0,0,0,0,43,0,0,5,2,0,0,1,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
642,Wood Green,531038,190427,51.59745355,-0.109526589,3,N22 8HH,0,0,0,0,0,0,2,6,0,0,21,23,0,7,24,100,5,94,0,1,3,0,66,0,0,14,6,0,1,6,6,15,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0
643,Wood Lane,523314,180464,51.50965783,-0.224472606,2,W12 7DS,0,1,12,1,1,0,4,15,0,0,75,39,2,6,41,327,8,79,0,2,6,0,71,0,0,20,7,0,1,12,4,74,1,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
644,Wood Street,538521,189426,51.58666994,-0.001953898,4,E17 3NZ,0,0,0,0,0,0,0,1,0,0,3,8,5,1,7,110,0,79,0,0,0,0,68,3,0,6,1,0,0,0,0,4,0,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0
645,Woodford,540952,191778,51.6072019,0.034056202,4,IG8 7QE,0,0,0,0,0,0,0,0,0,0,5,5,1,1,2,6,2,51,1,0,1,0,40,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Woodgrange Park,541861,185332,51.54905261,0.044572496,"3,4",E7 8AA,0,0,0,0,0,0,0,2,0,0,6,6,0,1,9,78,0,51,0,0,0,0,49,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Woodmansterne,528720,159385,51.31901833,-0.154262127,6,CR5 3HS,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,9,0,39,0,0,0,0,39,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
648,Woodside,534716,167115,51.38709758,-0.065347178,"3,4,5,6",SE25 5DP,0,0,0,0,0,0,1,2,0,0,2,6,0,3,17,24,0,39,0,0,0,0,38,0,4,2,3,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
649,Woodside Park,525725,192564,51.6178681,-0.185425503,4,N12 8SE,0,0,0,0,0,0,1,7,0,0,15,13,3,6,11,41,0,49,1,0,2,0,43,0,0,10,4,0,0,2,0,7,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
650,Woolwich,543931,178994,51.4915785,0.071819379,4,SE18 6EU,0,0,0,0,0,0,0,3,0,0,12,5,0,9,13,49,2,106,0,1,4,2,65,0,0,15,1,0,2,2,0,9,0,1,1,0,1,0,0,1,3,0,3,0,0,0,0,0,2,0
651,Woolwich Arsenal,543754,178803,51.48990723,0.069193907,4,SE18 6HX,0,0,0,0,0,0,0,3,0,0,11,7,0,10,14,46,2,112,0,1,4,2,73,0,0,15,1,0,2,2,0,9,0,1,1,0,1,0,0,1,1,0,3,0,0,0,0,0,2,0
652,Woolwich Dockyard,542738,178908,51.49110789,0.054612348,3,SE18 5JY,0,0,0,0,0,0,0,1,0,0,8,6,0,7,13,42,1,103,0,1,4,2,60,0,0,12,1,0,1,2,0,9,0,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0
653,Worcester Park,522192,166133,51.38110409,-0.245575288,4,KT4 7ND,0,0,0,0,0,0,0,0,0,0,6,1,0,3,1,31,0,26,0,1,0,0,24,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
